label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
idle,0.4724300801753998,0.8167229294776917,7.823830969755363e-07,0.5391790866851807,0.7680132389068604,-0.053176235407590866,0.5872097611427307,0.6924865245819092,-0.08049259334802628,0.6215233206748962,0.6145974397659302,-0.10259600728750229,0.6630805730819702,0.5588992238044739,-0.12392263859510422,0.539494514465332,0.5226186513900757,-0.04515368491411209,0.5677468776702881,0.4052574634552002,-0.07198608666658401,0.5816130042076111,0.32414036989212036,-0.09356240183115005,0.5913699865341187,0.2531430721282959,-0.10943760722875595,0.4936383366584778,0.5014554262161255,-0.0377436988055706,0.5003807544708252,0.3599315881729126,-0.06158318370580673,0.5044686198234558,0.26571962237358093,-0.0808827131986618,0.5078267455101013,0.184187114238739,-0.09492490440607071,0.4498513340950012,0.512763261795044,-0.036419834941625595,0.4475744366645813,0.38222792744636536,-0.06128516420722008,0.44732600450515747,0.2941443622112274,-0.07889828830957413,0.4495093822479248,0.2183169722557068,-0.09033021330833435,0.40636658668518066,0.5483413338661194,-0.040062375366687775,0.3913268446922302,0.4489288628101349,-0.06390107423067093,0.382338285446167,0.3794007897377014,-0.07665066421031952,0.3760840892791748,0.31177210807800293,-0.08454202860593796
idle,0.47648632526397705,0.8092700242996216,7.959123422551784e-07,0.5436165928840637,0.7609935998916626,-0.0555158406496048,0.5912619233131409,0.686778724193573,-0.08406408131122589,0.6257389783859253,0.609268307685852,-0.10706551373004913,0.6673335433006287,0.5525741577148438,-0.12931512296199799,0.5444093942642212,0.5164164900779724,-0.04738851636648178,0.5727395415306091,0.39981818199157715,-0.07487868517637253,0.5866925716400146,0.3180764317512512,-0.09692410379648209,0.5965668559074402,0.24701696634292603,-0.11314448714256287,0.4982398450374603,0.4954453408718109,-0.03906609117984772,0.5049976706504822,0.3541443943977356,-0.06338558346033096,0.5092942714691162,0.25983116030693054,-0.08293475210666656,0.5131372809410095,0.17762479186058044,-0.09725219011306763,0.454292356967926,0.5066852569580078,-0.03709955886006355,0.45237985253334045,0.3760029077529907,-0.06254664808511734,0.4524615406990051,0.28736886382102966,-0.08073873072862625,0.45514976978302,0.21098104119300842,-0.09265552461147308,0.4109175205230713,0.5417763590812683,-0.0403163842856884,0.3959209620952606,0.44252634048461914,-0.06490915268659592,0.3868046700954437,0.3726269602775574,-0.07851258665323257,0.38055330514907837,0.3044174909591675,-0.08713283389806747
idle,0.47465673089027405,0.816130518913269,7.951298925945594e-07,0.5418888926506042,0.7685092687606812,-0.055851370096206665,0.5898754000663757,0.6938796043395996,-0.0848514586687088,0.624237060546875,0.6167994737625122,-0.10824619233608246,0.6657640933990479,0.5596261024475098,-0.1309470683336258,0.542370617389679,0.5229429006576538,-0.048991598188877106,0.5707418918609619,0.4061424136161804,-0.07713960111141205,0.5847010016441345,0.32435089349746704,-0.09957902878522873,0.5945637226104736,0.25294652581214905,-0.11609330773353577,0.4961685240268707,0.5017509460449219,-0.04085396230220795,0.5030649900436401,0.3605279326438904,-0.06589135527610779,0.5072829127311707,0.26592957973480225,-0.08598046749830246,0.5108492374420166,0.18312951922416687,-0.10070236772298813,0.45211246609687805,0.513069748878479,-0.038985006511211395,0.4503612518310547,0.3824993073940277,-0.06498432904481888,0.45035988092422485,0.29368945956230164,-0.08344560861587524,0.45276200771331787,0.21688631176948547,-0.0955670103430748,0.40871965885162354,0.5485458374023438,-0.04227587580680847,0.3936329483985901,0.44921010732650757,-0.0672203004360199,0.3846658766269684,0.3789399266242981,-0.0809197872877121,0.37842994928359985,0.31055140495300293,-0.08962877839803696
idle,0.47635418176651,0.8140754699707031,8.115599143820873e-07,0.5436687469482422,0.7670651078224182,-0.0583101250231266,0.5911997556686401,0.6936182379722595,-0.08854043483734131,0.6257277131080627,0.6168466210365295,-0.11279407143592834,0.6673452854156494,0.5594595670700073,-0.1364012211561203,0.5455191731452942,0.5228176712989807,-0.05124058201909065,0.5738165974617004,0.4062477648258209,-0.07964776456356049,0.5876004099845886,0.32342803478240967,-0.10224126279354095,0.5970970988273621,0.25194695591926575,-0.11891983449459076,0.4989182949066162,0.5015701651573181,-0.042115576565265656,0.50607830286026,0.35933002829551697,-0.06714704632759094,0.5102531313896179,0.2648952305316925,-0.08712238073348999,0.5138452053070068,0.1821107268333435,-0.10186517983675003,0.45454201102256775,0.51255863904953,-0.039533618837594986,0.45310041308403015,0.38100746273994446,-0.06570829451084137,0.45310962200164795,0.29165205359458923,-0.08466190844774246,0.45550522208213806,0.21466875076293945,-0.09729807078838348,0.41083207726478577,0.5472105741500854,-0.042338091880083084,0.3960515260696411,0.4476271867752075,-0.06764091551303864,0.3869790732860565,0.3773318827152252,-0.08200940489768982,0.38080736994743347,0.3086736798286438,-0.09141498804092407
idle,0.47493770718574524,0.8173885345458984,7.696987154304225e-07,0.5418689846992493,0.7691622376441956,-0.05192603915929794,0.590410053730011,0.6941263675689697,-0.07898154109716415,0.6253475546836853,0.6159517765045166,-0.10111158341169357,0.6668921113014221,0.5592272281646729,-0.12257014960050583,0.5429404377937317,0.5227194428443909,-0.04437774792313576,0.5714503526687622,0.40562206506729126,-0.0715581476688385,0.5851579308509827,0.3247573971748352,-0.09347312152385712,0.5947956442832947,0.253661185503006,-0.10959550738334656,0.49656930565834045,0.5015495419502258,-0.03775300830602646,0.5036765933036804,0.3593553304672241,-0.062015216797590256,0.5079792141914368,0.26506397128105164,-0.08175543695688248,0.5114945769309998,0.18289470672607422,-0.09616518765687943,0.4524446129798889,0.5133386850357056,-0.037093840539455414,0.4506193995475769,0.38154804706573486,-0.06219518929719925,0.45058074593544006,0.292819082736969,-0.08001609146595001,0.45309433341026306,0.21649020910263062,-0.09161445498466492,0.40889400243759155,0.5499599575996399,-0.04126909375190735,0.3933240473270416,0.44986170530319214,-0.06530370563268661,0.38407909870147705,0.3796364665031433,-0.07816008478403091,0.37763381004333496,0.3111642599105835,-0.08611975610256195
idle,0.4709637761116028,0.7977273464202881,7.743573746665788e-07,0.5367371439933777,0.7506820559501648,-0.055236585438251495,0.5834403038024902,0.6770448088645935,-0.08338264375925064,0.616451621055603,0.5987675786018372,-0.10598395019769669,0.6561540961265564,0.5400772094726562,-0.12781542539596558,0.5369716286659241,0.5076148509979248,-0.04641921445727348,0.5638249516487122,0.39141011238098145,-0.07308253645896912,0.576632022857666,0.3100513517856598,-0.09458485245704651,0.5853883028030396,0.23957568407058716,-0.11046022176742554,0.4913175404071808,0.4871719479560852,-0.037903059273958206,0.49715879559516907,0.3464463949203491,-0.061278436332941055,0.5000420808792114,0.2532956898212433,-0.08040183782577515,0.5025349855422974,0.1721658706665039,-0.0944567322731018,0.44799503684043884,0.49839460849761963,-0.03567089885473251,0.44557708501815796,0.36894920468330383,-0.060071881860494614,0.44462406635284424,0.28119683265686035,-0.07778943330049515,0.4461301267147064,0.2059021294116974,-0.08954901993274689,0.40517958998680115,0.533516526222229,-0.038628268986940384,0.3896760940551758,0.43598297238349915,-0.06226760149002075,0.3802427053451538,0.3672994077205658,-0.07534075528383255,0.3736070394515991,0.3006266951560974,-0.08368430286645889
idle,0.4671264588832855,0.8108819127082825,7.420745760100544e-07,0.5328428149223328,0.7617679834365845,-0.051445405930280685,0.5810043215751648,0.6849216222763062,-0.07758402824401855,0.6140080690383911,0.6052483320236206,-0.0987030565738678,0.6542173624038696,0.5471789836883545,-0.1190124973654747,0.5330777168273926,0.5158496499061584,-0.0437484011054039,0.5595733523368835,0.39837127923965454,-0.07044989615678787,0.5724401473999023,0.3187638521194458,-0.09218809008598328,0.5815825462341309,0.24702253937721252,-0.10828191041946411,0.4877052307128906,0.4944329857826233,-0.0369398407638073,0.4942125380039215,0.3551148772239685,-0.0608229860663414,0.49706128239631653,0.2605808675289154,-0.08075129240751266,0.4991263151168823,0.1774563193321228,-0.09539815038442612,0.44416433572769165,0.5061507225036621,-0.03596808388829231,0.44127947092056274,0.377913236618042,-0.060885243117809296,0.4402838349342346,0.2909967303276062,-0.07840703427791595,0.44147685170173645,0.2144758701324463,-0.08982456475496292,0.4007546603679657,0.5421907305717468,-0.039761945605278015,0.38505545258522034,0.44465240836143494,-0.06366799771785736,0.37554600834846497,0.3757604956626892,-0.07622464746236801,0.3689262270927429,0.3077276051044464,-0.08393168449401855
idle,0.4725588262081146,0.8145781755447388,7.867264457672718e-07,0.5390681624412537,0.7669819593429565,-0.05564510449767113,0.5861982703208923,0.6935116052627563,-0.08457256108522415,0.6197769641876221,0.6154365539550781,-0.10797794163227081,0.6610516905784607,0.5578809380531311,-0.13074293732643127,0.5399325489997864,0.5219653248786926,-0.04778693616390228,0.5672837495803833,0.4049169421195984,-0.07566195726394653,0.5807854533195496,0.3230423331260681,-0.09823360294103622,0.5903587341308594,0.2512863874435425,-0.11491770297288895,0.49351242184638977,0.5007091760635376,-0.03959855064749718,0.5004154443740845,0.3592602610588074,-0.064241424202919,0.5043990015983582,0.26523059606552124,-0.08454509824514389,0.5079598426818848,0.18212702870368958,-0.09957418590784073,0.44931480288505554,0.5119055509567261,-0.03771780803799629,0.4475975036621094,0.3801668882369995,-0.06331778317689896,0.44771382212638855,0.29137682914733887,-0.0820397213101387,0.45045405626296997,0.21526402235031128,-0.0944647267460823,0.40593308210372925,0.5472601652145386,-0.040999218821525574,0.39020612835884094,0.44666776061058044,-0.0656670555472374,0.3808475136756897,0.3760918974876404,-0.07953643053770065,0.3745555579662323,0.3073863685131073,-0.08848393708467484
idle,0.48496073484420776,0.8080536127090454,7.636335226379742e-07,0.5521907806396484,0.7607512474060059,-0.05133182555437088,0.6011666655540466,0.6853386759757996,-0.07807480543851852,0.6366439461708069,0.6061406135559082,-0.09992042928934097,0.6787928342819214,0.5502402186393738,-0.12109940499067307,0.5540910959243774,0.5119755864143372,-0.04439546540379524,0.5832770466804504,0.3948105573654175,-0.07231063395738602,0.5978682041168213,0.3141202926635742,-0.09493226557970047,0.6087543964385986,0.24216759204864502,-0.11155068874359131,0.5077223181724548,0.4889368414878845,-0.03817244991660118,0.5157113671302795,0.3464291989803314,-0.06321976333856583,0.5211829543113708,0.2514718472957611,-0.08355575799942017,0.525961697101593,0.168163001537323,-0.09839261323213577,0.46327146887779236,0.49969372153282166,-0.03784238547086716,0.46235960721969604,0.36669737100601196,-0.0635281503200531,0.4632395803928375,0.2773900330066681,-0.08146889507770538,0.46673986315727234,0.20056220889091492,-0.093027763068676,0.419373095035553,0.5358869433403015,-0.04227279871702194,0.4036175012588501,0.4345313310623169,-0.06668981164693832,0.3947353959083557,0.36310189962387085,-0.0795561894774437,0.388839453458786,0.29359209537506104,-0.08740019053220749
idle,0.48725026845932007,0.8150538206100464,7.905487677817291e-07,0.5552130341529846,0.7680009603500366,-0.05395852401852608,0.604069173336029,0.6923098564147949,-0.0821288526058197,0.6396650075912476,0.6129315495491028,-0.10501973330974579,0.6824769377708435,0.5563685297966003,-0.12724027037620544,0.5580325126647949,0.5174634456634521,-0.04715196415781975,0.5877779722213745,0.3987506031990051,-0.07552090287208557,0.6027212142944336,0.31640952825546265,-0.0982588455080986,0.6137098670005798,0.24402087926864624,-0.1150379553437233,0.5113283395767212,0.4937813878059387,-0.040080878883600235,0.5200306177139282,0.3503430485725403,-0.06549742817878723,0.5257317423820496,0.2545543909072876,-0.08604416251182556,0.530724287033081,0.17089247703552246,-0.10101456195116043,0.46628186106681824,0.5039644241333008,-0.03911396488547325,0.4655801057815552,0.36954325437545776,-0.06544261425733566,0.46641746163368225,0.2789098918437958,-0.08402635902166367,0.4698476493358612,0.20100879669189453,-0.09609495103359222,0.4217616319656372,0.540081262588501,-0.04309526085853577,0.4065108299255371,0.43784159421920776,-0.06831645965576172,0.3977709412574768,0.3657416105270386,-0.08188839256763458,0.3920089602470398,0.29588910937309265,-0.09030449390411377
idle,0.48758071660995483,0.8141567707061768,8.115459309010475e-07,0.5559864044189453,0.7680344581604004,-0.056097183376550674,0.6051101088523865,0.6933895349502563,-0.0855163186788559,0.6409328579902649,0.6156482696533203,-0.10937655717134476,0.6838380098342896,0.5591651201248169,-0.13257114589214325,0.5589534640312195,0.5181748867034912,-0.049272552132606506,0.5890772342681885,0.4004482924938202,-0.07791641354560852,0.6042103171348572,0.31786423921585083,-0.1007676050066948,0.6151435375213623,0.24586209654808044,-0.11761857569217682,0.5120701789855957,0.4949568808078766,-0.04135216772556305,0.5209147930145264,0.3518857955932617,-0.06683274358510971,0.5266134738922119,0.256193608045578,-0.08728193491697311,0.5316376686096191,0.17260637879371643,-0.10227953642606735,0.46699222922325134,0.505106508731842,-0.03974704071879387,0.4667697548866272,0.3713560402393341,-0.0661931186914444,0.4678678810596466,0.2808491587638855,-0.08494598418474197,0.471434086561203,0.202924907207489,-0.09728217124938965,0.42252177000045776,0.5403683185577393,-0.043304964900016785,0.40778061747550964,0.4386512041091919,-0.06880645453929901,0.39904579520225525,0.3668035864830017,-0.08277863264083862,0.3931799530982971,0.29698002338409424,-0.09163331240415573
idle,0.48701414465904236,0.8124498128890991,8.200037768801849e-07,0.5559099316596985,0.7655562162399292,-0.05735206604003906,0.604709804058075,0.6908589601516724,-0.08726119995117188,0.6399123072624207,0.613406777381897,-0.11145038902759552,0.6825791597366333,0.5556691288948059,-0.13508115708827972,0.5578565001487732,0.5171915292739868,-0.05032777786254883,0.5874752402305603,0.39958298206329346,-0.07948173582553864,0.602487325668335,0.31693172454833984,-0.10297634452581406,0.6133297085762024,0.24444934725761414,-0.12036917358636856,0.5107569098472595,0.49495333433151245,-0.04199545457959175,0.5192282199859619,0.3522486388683319,-0.06813681870698929,0.5249556303024292,0.2563077211380005,-0.08951933681964874,0.5299940705299377,0.17213207483291626,-0.10535392165184021,0.46551522612571716,0.5057864189147949,-0.04012414067983627,0.4652049243450165,0.3724210262298584,-0.067247673869133,0.4663422107696533,0.2815733551979065,-0.08703881502151489,0.47007501125335693,0.20303601026535034,-0.10019057989120483,0.4209981858730316,0.5410486459732056,-0.04349271208047867,0.4063284695148468,0.43925318121910095,-0.06961005926132202,0.397539347410202,0.36713841557502747,-0.08443186432123184,0.39180535078048706,0.29648882150650024,-0.09408117830753326
idle,0.4884940981864929,0.8087624311447144,8.113930789477308e-07,0.5572805404663086,0.762359619140625,-0.05685516446828842,0.6064143180847168,0.6871086955070496,-0.08641780912876129,0.6414287686347961,0.6086912751197815,-0.11029276251792908,0.683735728263855,0.5504586696624756,-0.13347117602825165,0.5604664087295532,0.512377142906189,-0.050273824483156204,0.5904862284660339,0.39360976219177246,-0.07923097163438797,0.6052811741828918,0.3102427124977112,-0.10221990942955017,0.6158543825149536,0.23763355612754822,-0.11911074817180634,0.5131446719169617,0.4895295202732086,-0.042039915919303894,0.5217230916023254,0.3452867865562439,-0.06782009452581406,0.527305006980896,0.24914216995239258,-0.08835671097040176,0.5323191285133362,0.16513770818710327,-0.10336843878030777,0.4678833484649658,0.5000742077827454,-0.04017641767859459,0.4673164486885071,0.36586713790893555,-0.06687764823436737,0.46836569905281067,0.2750726640224457,-0.08570270240306854,0.4720126986503601,0.19682469964027405,-0.0980716273188591,0.42331892251968384,0.5354528427124023,-0.04355105757713318,0.40873977541923523,0.43351539969444275,-0.06925185769796371,0.3999481201171875,0.36159729957580566,-0.08330897986888885,0.3940536379814148,0.291628360748291,-0.0922231376171112
